superior products	0
1	732	732	0	0	1
2	135	867	0	0	1
3	118	985	0	0	1
4	376421	377406	0	0	993
5	283245	660651	93087	11996	741
6	122771	783422	0	0	271
7	39600	823022	0	0	66
8	11450	834472	0	0	19
9	6992	841464	9818	130	21
10	7090	848554	0	0	7
11	1804	850358	0	0	1
12	340	850698	0	0	1
13	361	851059	5023	2	1
14	355	851414	0	0	1
15	925	852339	0	0	0
16	131	852470	0	0	0
17	107	852577	3956	0	0
j bxr b xnterpxis	1
1	559	559	0	0	1
2	122	681	0	0	1
3	91	772	0	0	1
4	409367	410139	0	0	396
5	106630	516769	21380	1997	224
6	21630	538399	0	0	43
7	5598	543997	0	0	1
8	490	544487	0	0	0
9	104	544591	5361	0	0
10	147	544738	0	0	0
11	98	544836	0	0	0
12	93	544929	0	0	0
13	104	545033	3561	0	0
14	120	545153	0	0	0
15	103	545256	0	0	0
16	91	545347	0	0	0
17	92	545439	3321	0	0
sitka electronics	2
1	553	553	0	0	1
2	129	682	0	0	1
3	88	770	0	0	1
4	349186	349956	0	0	543
5	192354	542310	69179	8061	660
6	92711	635021	0	0	357
7	35235	670256	0	0	39
8	3881	674137	0	0	1
9	288	674425	6276	0	0
10	162	674587	0	0	0
11	124	674711	0	0	0
12	92	674803	0	0	0
13	105	674908	3602	0	0
14	108	675016	0	0	0
15	104	675120	0	0	0
16	91	675211	0	0	0
17	92	675303	3599	0	0
uxlyxmxose glass 	3
1	511	511	0	0	1
2	142	653	0	0	1
3	91	744	0	0	1
4	321034	321778	0	0	573
5	109837	431615	13978	664	70
6	12809	444424	0	0	12
7	1143	445567	0	0	0
8	121	445688	0	0	0
9	114	445802	4634	0	0
10	125	445927	0	0	0
11	105	446032	0	0	0
12	101	446133	0	0	0
13	92	446225	3523	0	0
14	97	446322	0	0	0
15	92	446414	0	0	0
16	102	446516	0	0	0
17	90	446606	3333	0	0
diamond animalxho	4
1	793	793	0	0	1
2	269	1062	0	0	1
3	200	1262	0	0	1
4	425910	427172	0	0	690
5	346737	773909	67758	9033	650
6	111477	885386	0	0	278
7	35063	920449	0	0	43
8	10096	930545	0	0	22
9	4199	934744	18444	21	6
10	2966	937710	0	0	2
11	706	938416	0	0	2
12	2871	941287	0	0	2
13	439	941726	4405	0	0
14	135	941861	0	0	0
15	109	941970	0	0	0
16	91	942061	0	0	0
17	91	942152	3513	0	0
gorxys fender men	5
1	533	533	0	0	1
2	117	650	0	0	1
3	90	740	0	0	1
4	315655	316395	0	0	406
5	165605	482000	31577	5021	222
6	52530	534530	0	0	126
7	13590	548120	0	0	62
8	8333	556453	0	0	15
9	12099	568552	7804	2	1
10	514	569066	0	0	0
11	137	569203	0	0	0
12	109	569312	0	0	0
13	109	569421	4473	0	0
14	130	569551	0	0	0
15	111	569662	0	0	0
16	110	569772	0	0	0
17	108	569880	3903	0	0
xarthas xroffesxo	6
1	531	531	0	0	1
2	137	668	0	0	1
3	92	760	0	0	1
4	295162	295922	0	0	944
5	233920	529842	51093	10104	485
6	89895	619737	0	0	337
7	37435	657172	0	0	66
8	10182	667354	0	0	37
9	6143	673497	7763	20	3
10	1467	674964	0	0	1
11	246	675210	0	0	0
12	118	675328	0	0	0
13	108	675436	4124	0	0
14	116	675552	0	0	0
