superior products	0
17	241	7985205	6774	1	1
bethel communxxy 	33
1	614	614	0	0	1
2	148	762	0	0	1
3	118	880	0	0	1
4	4123027	4123907	0	0	5530
5	3994404	8118311	13417785	1263599	10596
6	3479611	11597922	0	0	5456
7	2795621	14393543	0	0	3477
8	1758056	16151599	0	0	1443
9	1091711	17243310	121654	8624	1122
10	744933	17988243	0	0	417
11	271580	18259823	0	0	264
12	86744	18346567	0	0	220
13	74711	18421278	48360	695	201
14	96089	18517367	0	0	14
15	11810	18529177	0	0	2
16	1884	18531061	0	0	1
17	1781	18532842	12449	35	1
stgeoxgx chadux c	34
1	573	573	0	0	1
2	130	703	0	0	1
3	109	812	0	0	1
4	3062347	3063159	0	0	8602
5	3497086	6560245	8175159	1017217	5022
6	1797957	8358202	0	0	659
7	455721	8813923	0	0	169
8	57641	8871564	0	0	3
9	2107	8873671	30019	348	3
10	2660	8876331	0	0	2
11	2293	8878624	0	0	2
12	1489	8880113	0	0	2
13	1031	8881144	3745	1	1
14	892	8882036	0	0	1
15	737	8882773	0	0	1
16	862	8883635	0	0	1
17	817	8884452	2794	1	1
senator xary stev	35
1	1092	1092	0	0	1
2	254	1346	0	0	1
3	181	1527	0	0	1
4	3668994	3670521	0	0	8780
5	8064057	11734578	12344180	1845096	8768
6	6470511	18205089	0	0	5890
7	1767629	19972718	0	0	2581
8	712512	20685230	0	0	1290
9	426513	21111743	49805	4860	84
10	67366	21179109	0	0	106
11	31164	21210273	0	0	38
12	35275	21245548	0	0	52
13	14795	21260343	11225	137	40
14	10142	21270485	0	0	14
15	4256	21274741	0	0	4
16	1893	21276634	0	0	2
17	1514	21278148	3961	1	1
blei plumbinx and	36
1	638	638	0	0	1
2	137	775	0	0	1
3	91	866	0	0	1
4	3107956	3108822	0	0	7765
5	4136109	7244931	12872101	1283366	13322
6	5804456	13049387	0	0	5413
7	3283803	16333190	0	0	2261
8	1146059	17479249	0	0	1039
9	938280	18417529	83503	1909	773
10	1101026	19518555	0	0	739
11	668281	20186836	0	0	721
12	257324	20444160	0	0	719
13	225912	20670072	26473	122	46
14	29549	20699621	0	0	37
15	17831	20717452	0	0	19
16	13477	20730929	0	0	19
17	10676	20741605	7005	30	19
mary ann jacob md	37
1	1493	1493	0	0	1
2	223	1716	0	0	1
3	175	1891	0	0	1
4	4667347	4669238	0	0	4290
5	7848621	12517859	13679556	1807578	16022
6	4594599	17112458	0	0	11000
7	3754430	20866888	0	0	9035
8	1647190	22514078	0	0	1926
9	450609	22964687	145156	18327	1514
10	357043	23321730	0	0	226
11	64840	23386570	0	0	229
12	41001	23427571	0	0	100
13	32352	23459923	14196	287	81
14	26548	23486471	0	0	24
15	6033	23492504	0	0	6
16	2149	23494653	0	0	4
17	1999	23496652	5202	2	2
sopxie plaza stor	38
1	743	743	0	0	1
2	144	887	0	0	1
3	114	1001	0	0	1
4	6339345	6340346	0	0	2423
5	2791198	9131544	4987565	714409	7137
6	1370162	10501706	0	0	2893
7	514148	11015854	0	0	1480
8	402094	11417948	0	0	310
9	246363	11664311	33986	357	90
10	179194	11843505	0	0	60
11	67829	11911334	0	0	9
12	9947	11921281	0	0	7
13	6077	11927358	16538	6	6
14	5630	11932988	0	0	3
15	1915	11934903	0	0	1
16	907	11935810	0	0	1
17	1020	11936830	5220	1	1
dutxh boy laxdsca	39
1	708	708	0	0	1
2	191	899	0	0	1
3	130	1029	0	0	1
4	5289856	5290885	0	0	2490
5	2508308	7799193	2170913	344202	2820
6	999893	8799086	0	0	2422
7	491130	9290216	0	0	495
8	122905	9413121	0	0	252
9	98379	9511500	19500	331	47
10	27253	9538753	0	0	21
11	7278	9546031	0	0	2
12	2410	9548441	0	0	4
13	3400	9551841	6161	3	2
14	954	9552795	0	0	1
15	598	9553393	0	0	1
16	508	9553901	0	0	1
17	818	9554719	3448	1	1
wick conxtructors	40
1	889	889	0	0	1
2	184	1073	0	0	1
3	124	1197	0	0	1
4	3287335	3288532	0	0	4679
5	4613405	7901937	6602048	972780	12850
6	2898473	10800410	0	0	6733
7	2104031	12904441	0	0	6727
8	2452547	15356988	0	0	4235
9	2693597	18050585	86366	1497	368
10	320635	18371220	0	0	319
11	140692	18511912	0	0	287
12	91573	18603485	0	0	229
13	83734	18687219	39407	639	229
14	94221	18781440	0	0	229
15	95980	18877420	0	0	18
16	16351	18893771	0	0	4
17	3067	18896838	17403	4	4
xlaska winter xar	41
1	1043	1043	0	0	1
2	258	1301	0	0	1
3	239	1540	0	0	1
4	3072387	3073927	0	0	9049
5	3900607	6974534	5173974	678535	3874
6	2633666	9608200	0	0	3205
7	791409	10399609	0	0	1697
8	416264	10815873	0	0	261
9	75487	10891360	42567	1673	115
10	50380	10941740	0	0	120
11	57693	10999433	0	0	43
12	19393	11018826	0	0	24
13	5784	11024610	12594	50	17
14	6527	11031137	0	0	5
15	2174	11033311	0	0	1
16	623	11033934	0	0	1
17	1539	11035473	4057	1	1
new rexlectionx h	42
1	930	930	0	0	1
2	238	1168	0	0	1
3	224	1392	0	0	1
4	3528080	3529472	0	0	17787
5	5883650	9413122	9250812	928481	12140
6	3884214	13297336	0	0	14279
7	2625284	15922620	0	0	1637
8	586915	16509535	0	0	758
9	366830	16876365	63587	5381	321
10	77282	16953647	0	0	85
11	20441	16974088	0	0	47
12	10702	16984790	0	0	20
13	28971	17013761	18107	80	15
14	8232	17021993	0	0	15
15	7055	17029048	0	0	2
16	1555	17030603	0	0	2
17	2535	17033138	7700	31	2
fire marshals off	43
1	1168	1168	0	0	1
2	239	1407	0	0	1
3	235	1642	0	0	1
4	5422048	5423690	0	0	8927
5	4960709	10384399	14603775	1576573	13574
6	4768452	15152851	0	0	6379
7	2063911	17216762	0	0	6259
8	1470190	18686952	0	0	3076
9	980707	19667659	74337	4505	594
10	375376	20043035	0	0	154
11	58541	20101576	0	0	76
12	29872	20131448	0	0	64
13	20713	20152161	57697	114	5
14	8364	20160525	0	0	6
15	3475	20164000	0	0	2
16	3984	20167984	0	0	5
17	5195	20173179	12964	33	5
roxal xuixe lodge	44
1	900	900	0	0	1
2	203	1103	0	0	1
3	166	1269	0	0	1
4	4025259	4026528	0	0	8508
5	4912219	8938747	12331134	1104867	7349
6	2221570	11160317	0	0	6425
7	1455518	12615835	0	0	557
8	381168	12997003	0	0	376
9	105872	13102875	43281	1827	139
10	41602	13144477	0	0	7
11	2800	13147277	0	0	2
12	1722	13148999	0	0	1
13	1071	13150070	5576	2	1
14	1403	13151473	0	0	1
15	920	13152393	0	0	1
16	911	13153304	0	0	1
17	936	13154240	3023	1	1
calxxso faxm and 	45
1	688	688	0	0	1
2	161	849	0	0	1
3	131	980	0	0	1
4	3533075	3534055	0	0	2586
5	4807447	8341502	5472911	639009	1293
6	1013728	9355230	0	0	2126
7	390576	9745806	0	0	659
8	126287	9872093	0	0	244
9	51713	9923806	19757	233	49
10	21434	9945240	0	0	31
11	5224	9950464	0	0	1
12	528	9950992	0	0	1
13	809	9951801	3061	1	1
14	719	9952520	0	0	1
15	593	9953113	0	0	1
16	670	9953783	0	0	1
17	682	9954465	1940	1	1
steelhead custom 	46
1	661	661	0	0	1
2	163	824	0	0	1
3	117	941	0	0	1
4	3482314	3483255	0	0	7983
5	5481357	8964612	6832647	1036025	8237
6	2710976	11675588	0	0	1759
7	474925	12150513	0	0	1571
8	363135	12513648	0	0	525
9	161193	12674841	46430	1675	161
10	93616	12768457	0	0	111
11	36050	12804507	0	0	33
12	8988	12813495	0	0	8
13	32176	12845671	19345	59	8
14	14626	12860297	0	0	11
15	8248	12868545	0	0	9
16	5887	12874432	0	0	5
17	3558	12877990	8960	6	4
12 star pxtg and 	47
1	924	924	0	0	1
2	192	1116	0	0	1
3	154	1270	0	0	1
4	3457766	3459036	0	0	12540
5	5477032	8936068	4761577	616647	6985
6	1708528	10644596	0	0	4591
7	794626	11439222	0	0	2062
8	709673	12148895	0	0	769
9	487724	12636619	44007	1890	203
10	257990	12894609	0	0	17
11	16597	12911206	0	0	6
12	2619	12913825	0	0	1
13	852	12914677	10757	1	1
14	680	12915357	0	0	1
15	861	12916218	0	0	1
16	920	12917138	0	0	1
17	860	12917998	3491	1	1
best wextern coxn	48
1	624	624	0	0	1
2	155	779	0	0	1
3	127	906	0	0	1
4	5107403	5108309	0	0	8087
5	4627554	9735863	13546895	1671652	14837
6	4479997	14215860	0	0	4306
7	1831534	16047394	0	0	4661
8	1032451	17079845	0	0	622
9	362238	17442083	104609	6838	369
10	194701	17636784	0	0	205
11	83073	17719857	0	0	126
12	32908	17752765	0	0	33
13	12016	17764781	24444	1288	24
14	11907	17776688	0	0	9
15	6976	17783664	0	0	8
16	16128	17799792	0	0	18
17	8781	17808573	7901	22	12
bix dog sporxswxa	49
1	1199	1199	0	0	1
2	266	1465	0	0	1
3	216	1681	0	0	1
4	4798548	4800229	0	0	18486
5	7224345	12024574	3180459	505889	10446
6	2983537	15008111	0	0	7573
7	6389036	21397147	0	0	1064
8	424474	21821621	0	0	488
9	335672	22157293	36018	758	128
10	136763	22294056	0	0	40
11	41078	22335134	0	0	30
12	22034	22357168	0	0	20
13	5103	22362271	10854	130	3
14	852	22363123	0	0	1
15	822	22363945	0	0	1
16	1322	22365267	0	0	1
17	1046	22366313	6765	124	2
schlumberger oilf	50
1	577	577	0	0	1
2	132	709	0	0	1
3	91	800	0	0	1
4	3415926	3416726	0	0	6705
5	3616726	7033452	8242062	952959	4135
6	1676876	8710328	0	0	1593
7	466274	9176602	0	0	479
8	155183	9331785	0	0	398
9	136237	9468022	72277	7370	330
10	87643	9555665	0	0	77
11	19852	9575517	0	0	38
12	10585	9586102	0	0	25
13	7392	9593494	9862	154	23
14	10519	9604013	0	0	10
15	7723	9611736	0	0	5
16	5425	9617161	0	0	3
17	6379	9623540	6197	60	11
karl eid ski jump	51
1	710	710	0	0	1
2	158	868	0	0	1
3	104	972	0	0	1
4	3034920	3035892	0	0	6015
